2018-12-14 15:55:00,204 | INFO     | Loaded hyper-parameter configuration from file: hparams/default.json | 49:train_model
2018-12-14 15:55:00,205 | INFO     | Hyper-parameters: {'batch_size': 16, 'vocab_size': 10000, 'glove_dir': './glove.6B', 'model': 'char_lstm_classifier', 'embedding_dim': 300, 'dropout_keep_prob': 0.5, 'num_epochs': 9, 'char_embedding_dim': 50, 'root_dir': './runs/char_lstm_classifier', 'num_filters': 50, 'filter_size': [2, 3, 4, 5], 'rnn_hidden_dim': 256} | 50:train_model
2018-12-14 15:55:03,679 | INFO     | [Step 10] loss: 0.6196, accuracy: 62.50% | 213:train
2018-12-14 15:55:04,464 | INFO     | [Step 20] loss: 0.6454, accuracy: 68.75% | 213:train
2018-12-14 15:55:05,187 | INFO     | [Step 30] loss: 0.7313, accuracy: 50.00% | 213:train
2018-12-14 15:55:05,950 | INFO     | [Step 40] loss: 0.8060, accuracy: 56.25% | 213:train
2018-12-14 15:55:06,698 | INFO     | [Step 50] loss: 0.7657, accuracy: 37.50% | 213:train
2018-12-14 15:55:07,463 | INFO     | [Step 60] loss: 0.5101, accuracy: 75.00% | 213:train
2018-12-14 15:55:07,736 | INFO     | End of epoch 1. | 215:train
2018-12-14 15:55:07,984 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-155500/saves_char_lstm_classifier/model.ckpt-63 | 219:train
2018-12-14 15:55:08,502 | INFO     | [Step 70] loss: 0.6556, accuracy: 50.00% | 213:train
2018-12-14 15:55:09,280 | INFO     | [Step 80] loss: 0.3300, accuracy: 87.50% | 213:train
2018-12-14 15:55:09,977 | INFO     | [Step 90] loss: 0.1816, accuracy: 93.75% | 213:train
2018-12-14 15:55:10,734 | INFO     | [Step 100] loss: 0.3593, accuracy: 75.00% | 213:train
2018-12-14 15:55:11,515 | INFO     | [Step 110] loss: 0.4328, accuracy: 68.75% | 213:train
2018-12-14 15:55:12,304 | INFO     | [Step 120] loss: 0.2525, accuracy: 87.50% | 213:train
2018-12-14 15:55:12,730 | INFO     | End of epoch 2. | 215:train
2018-12-14 15:55:12,897 | INFO     | Model saved at: ./runs/char_lstm_classifier/20181214-155500/saves_char_lstm_classifier/model.ckpt-126 | 219:train
2018-12-14 15:55:13,189 | INFO     | [Step 130] loss: 0.1828, accuracy: 100.00% | 213:train
2018-12-14 15:55:13,915 | INFO     | [Step 140] loss: 0.0972, accuracy: 100.00% | 213:train
2018-12-14 15:55:14,743 | INFO     | [Step 150] loss: 0.1117, accuracy: 93.75% | 213:train
2018-12-14 15:55:15,475 | INFO     | [Step 160] loss: 0.0420, accuracy: 100.00% | 213:train
